Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,New York City,United States,Mike Vittorini,Angle-D,12/11/2022,US-2022-101798,10009,"Angle-D Binders with Locking Rings, Label Holders",East,Consumer,12/15/2022,Standard Class,New York,Binders,0.2,7.884,4,23.36
Office Supplies,Philadelphia,United States,Sean Christensen,Avery,12/1/2022,US-2022-122539,19140,Avery 483,East,Consumer,12/5/2022,Standard Class,Pennsylvania,Labels,0.2,5.1792,4,15.936
Office Supplies,Philadelphia,United States,Mick Crebagga,Xerox,10/30/2022,US-2022-152807,19140,Xerox 231,East,Consumer,11/3/2022,Standard Class,Pennsylvania,Paper,0.2,7.2576,4,20.736
Office Supplies,Cleveland,United States,Logan Currie,BIC,9/9/2022,US-2022-169439,44105,"BIC Brite Liner Highlighters, Chisel Tip",East,Consumer,9/13/2022,Standard Class,Ohio,Art,0.2,3.888,5,25.92
Office Supplies,Columbus,United States,John Lee,Crayola,7/14/2022,US-2022-161935,43229,Crayola Colored Pencils,East,Consumer,7/18/2022,Standard Class,Ohio,Art,0.2,2.132,5,13.12
Office Supplies,New York City,United States,Chuck Sachs,GBC,12/3/2022,US-2022-148691,10009,GBC Premium Transparent Covers with Diagonal Lined Pattern,East,Consumer,12/9/2022,Standard Class,New York,Binders,0.2,29.372,5,83.92
Office Supplies,New York City,United States,Christina VanderZanden,Other,9/4/2021,US-2021-123120,10011,Plastic Binding Combs,East,Consumer,9/8/2021,Standard Class,New York,Binders,0.2,20.4525,5,60.6
Office Supplies,New York City,United States,Luke Weiss,Avery,9/17/2021,US-2021-111416,10035,Avery Arch Ring Binders,East,Consumer,9/22/2021,Standard Class,New York,Binders,0.2,78.435,5,232.4
Office Supplies,Watertown,United States,Chris McAfee,Fellowes,12/10/2021,US-2021-144309,13601,Fellowes PB200 Plastic Comb Binding Machine,East,Consumer,12/16/2021,Standard Class,New York,Binders,0.2,220.987,5,679.96
Office Supplies,Philadelphia,United States,Cassandra Brandow,Avery,9/7/2022,US-2022-100160,19134,Avery 519,East,Consumer,9/11/2022,Standard Class,Pennsylvania,Labels,0.2,9.8685,5,29.24
Office Supplies,Philadelphia,United States,Jamie Frazer,Avery,10/26/2022,US-2022-110646,19134,Avery 517,East,Consumer,10/31/2022,Standard Class,Pennsylvania,Labels,0.2,4.9815,5,14.76
Office Supplies,Columbus,United States,Beth Paige,Xerox,12/18/2022,US-2022-156664,43229,"Xerox Color Copier Paper, 11"" x 17"", Ream",East,Consumer,12/23/2022,Standard Class,Ohio,Paper,0.2,29.692,5,91.36
Office Supplies,Columbus,United States,John Lee,Tenex,7/14/2022,US-2022-161935,43229,"Tenex File Box, Personal Filing Tote with Lid, Black",East,Consumer,7/18/2022,Standard Class,Ohio,Storage,0.2,4.653,5,62.04
Office Supplies,New York City,United States,Harry Greene,Other,10/9/2022,US-2022-141873,10024,Durable Pressboard Binders,East,Consumer,10/14/2022,Standard Class,New York,Binders,0.2,6.156,6,18.24
Office Supplies,New York City,United States,Shahid Hopkins,3M,3/7/2022,US-2022-110884,10035,3M Organizer Strips,East,Consumer,3/12/2022,Standard Class,New York,Binders,0.2,9.072,6,25.92
Office Supplies,New York City,United States,Pete Kriz,GBC,8/21/2022,US-2022-102183,10035,GBC DocuBind TL300 Electric Binding System,East,Consumer,8/28/2022,Standard Class,New York,Binders,0.2,1453.1238,6,4305.552
Office Supplies,Parma,United States,Susan Pistek,Other,11/12/2021,US-2021-124590,44134,OIC Bulk Pack Metal Binder Clips,East,Consumer,11/16/2021,Standard Class,Ohio,Fasteners,0.2,5.4444,6,16.752
Office Supplies,Parma,United States,Shui Tom,Xerox,6/20/2022,US-2022-106852,44134,Xerox 203,East,Consumer,6/27/2022,Standard Class,Ohio,Paper,0.2,10.8864,6,31.104
Office Supplies,New York City,United States,Jennifer Ferguson,Storex,12/28/2022,US-2022-164826,10024,Storex Dura Pro Binders,East,Consumer,1/4/2023,Standard Class,New York,Binders,0.2,11.2266,7,33.264
Office Supplies,New York City,United States,Pete Kriz,Avery,8/21/2022,US-2022-102183,10035,Avery Metallic Poly Binders,East,Consumer,8/28/2022,Standard Class,New York,Binders,0.2,11.2308,7,32.088
Office Supplies,Columbus,United States,John Lee,SAFCO,7/14/2022,US-2022-161935,43229,"SAFCO Mobile Desk Side File, Wire Frame",East,Consumer,7/18/2022,Standard Class,Ohio,Storage,0.2,17.9592,7,239.456
Office Supplies,Fairfield,United States,Susan Vittorini,Other,12/25/2022,US-2022-147669,45014,Staples,East,Consumer,12/30/2022,Standard Class,Ohio,Fasteners,0.2,12.7764,13,39.312
Office Supplies,Fairfield,United States,Susan Vittorini,Other,12/25/2022,US-2022-147669,45014,Satellite Sectional Post Binders,East,Consumer,12/30/2022,Standard Class,Ohio,Binders,0.7,-10.4184,1,13.023
Office Supplies,Springfield,United States,Shahid Hopkins,DXL,5/4/2022,US-2022-168900,45503,DXL Angle-View Binders with Locking Rings by Samsill,East,Consumer,5/9/2022,Standard Class,Ohio,Binders,0.7,-1.9275,1,2.313
Office Supplies,Columbus,United States,Craig Reiter,Avery,8/22/2021,US-2021-137239,43229,Avery Durable Poly Binders,East,Consumer,8/28/2021,Standard Class,Ohio,Binders,0.7,-2.6544,2,3.318
Office Supplies,Lancaster,United States,Maribeth Dona,Other,9/5/2021,US-2021-162383,43130,Recycled Easel Ring Binders,East,Consumer,9/11/2021,Standard Class,Ohio,Binders,0.7,-7.46,2,8.952
Office Supplies,Lancaster,United States,Cindy Stewart,GBC,11/25/2021,US-2021-108196,43130,GBC Ibimaster 500 Manual ProClick Binding System,East,Consumer,12/2/2021,Standard Class,Ohio,Binders,0.7,-304.392,2,456.588
Office Supplies,Philadelphia,United States,Emily Burns,Other,9/21/2022,US-2022-169817,19143,Insertable Tab Indexes For Data Binders,East,Consumer,9/25/2022,Standard Class,Pennsylvania,Binders,0.7,-1.5264,2,1.908
Office Supplies,Bowling Green,United States,Neoma Murray,Universal,12/23/2021,US-2021-136049,43402,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",East,Consumer,12/28/2021,Standard Class,Ohio,Binders,0.7,-4.0722,3,5.553
Office Supplies,Cincinnati,United States,Matt Collins,Fellowes,2/3/2022,US-2022-167703,45231,Fellowes Black Plastic Comb Bindings,East,Consumer,2/8/2022,Standard Class,Ohio,Binders,0.7,-4.1832,3,5.229
Office Supplies,Columbus,United States,Beth Paige,Fellowes,12/18/2022,US-2022-156664,43229,"Fellowes Twister Kit, Gray/Clear, 3/pkg",East,Consumer,12/23/2022,Standard Class,Ohio,Binders,0.7,-6.03,3,7.236
Office Supplies,Lakewood,United States,Chloris Kastensmidt,GBC,8/18/2022,US-2022-122028,44107,GBC Personal VeloBind Strips,East,Consumer,8/25/2022,Standard Class,Ohio,Binders,0.7,-7.9068,3,10.782
Office Supplies,Philadelphia,United States,Jamie Frazer,GBC,10/26/2022,US-2022-110646,19134,"GBC Velobind Prepunched Cover Sets, Regency Series",East,Consumer,10/31/2022,Standard Class,Pennsylvania,Binders,0.7,-27.735,3,33.282
Office Supplies,Philadelphia,United States,Charles McCrossin,Storex,12/4/2022,US-2022-156412,19134,Storex Dura Pro Binders,East,Consumer,12/8/2022,Standard Class,Pennsylvania,Binders,0.7,-4.455,3,5.346
Office Supplies,Philadelphia,United States,Beth Paige,Ibico,1/9/2022,US-2022-154760,19140,Ibico Hi-Tech Manual Binding System,East,Consumer,1/13/2022,Standard Class,Pennsylvania,Binders,0.7,-228.7425,3,274.491
Office Supplies,Philadelphia,United States,Darrin Martin,Other,11/3/2022,US-2022-110429,19143,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",East,Consumer,11/8/2022,Standard Class,Pennsylvania,Binders,0.7,-7.782,3,11.673
Office Supplies,Cuyahoga Falls,United States,Joseph Airdo,GBC,3/2/2022,US-2022-152261,44221,GBC VeloBind Cover Sets,East,Consumer,3/6/2022,Standard Class,Ohio,Binders,0.7,-12.352,4,18.528
Office Supplies,Philadelphia,United States,Caroline Jumper,GBC,12/3/2021,US-2021-161683,19134,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",East,Consumer,12/8/2021,Standard Class,Pennsylvania,Binders,0.7,-14.5536,4,18.192
Office Supplies,Philadelphia,United States,Christy Brittain,ACCOHIDE,2/24/2022,US-2022-111374,19134,"ACCOHIDE 3-Ring Binder, Blue, 1""",East,Consumer,2/28/2022,Standard Class,Pennsylvania,Binders,0.7,-3.7996,4,4.956
Office Supplies,Philadelphia,United States,Giulietta Weimer,GBC,12/2/2022,US-2022-155075,19140,GBC DocuBind 300 Electric Binding Machine,East,Consumer,12/9/2022,Standard Class,Pennsylvania,Binders,0.7,-462.8624,4,631.176
Office Supplies,Cleveland,United States,Darren Powers,Other,5/14/2022,US-2022-154872,44105,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",East,Consumer,5/18/2022,Standard Class,Ohio,Binders,0.7,-46.536,5,58.17
Office Supplies,Columbus,United States,Roy Französisch,Other,4/16/2022,US-2022-136497,43229,SpineVue Locking Slant-D Ring Binders by Cardinal,East,Consumer,4/20/2022,Standard Class,Ohio,Binders,0.7,-10.054,5,13.71
Office Supplies,Lancaster,United States,Becky Pak,Acco,3/30/2022,US-2022-154851,17602,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",East,Consumer,4/3/2022,Standard Class,Pennsylvania,Binders,0.7,-4.7625,5,5.715
Office Supplies,Philadelphia,United States,Jasper Cacioppo,C-Line,9/5/2021,US-2021-154536,19120,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",East,Consumer,9/9/2021,Standard Class,Pennsylvania,Binders,0.7,-7.3255,5,9.555
Office Supplies,Lancaster,United States,Maribeth Dona,Pressboard,9/5/2021,US-2021-162383,43130,Pressboard Hanging Data Binders for Unburst Sheets,East,Consumer,9/11/2021,Standard Class,Ohio,Binders,0.7,-6.4944,6,8.856
Office Supplies,Cleveland,United States,Jennifer Halladay,Other,11/19/2022,US-2022-108014,44105,Lock-Up Easel 'Spel-Binder',East,Consumer,11/25/2022,Standard Class,Ohio,Binders,0.7,-45.9333,7,59.913
Office Supplies,Philadelphia,United States,Roger Demir,Wilson Jones,12/9/2022,US-2022-132927,19134,"Wilson Jones 1"" Hanging DublLock Ring Binders",East,Consumer,12/15/2022,Standard Class,Pennsylvania,Binders,0.7,-8.1312,7,11.088
Office Supplies,Philadelphia,United States,Sean Christensen,Acco,12/1/2022,US-2022-122539,19140,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",East,Consumer,12/5/2022,Standard Class,Pennsylvania,Binders,0.7,-5.6007,7,8.001
Office Supplies,Columbus,United States,Kean Thornton,Other,9/21/2022,US-2022-123351,31907,APC 7 Outlet Network SurgeArrest Surge Protector,South,Consumer,9/25/2022,Standard Class,Georgia,Appliances,0,24.144,1,80.48
Office Supplies,Atlanta,United States,Shahid Shariari,Wilson Jones,9/10/2022,US-2022-159954,30318,Wilson Jones Suede Grain Vinyl Binders,South,Consumer,9/14/2022,Standard Class,Georgia,Binders,0,1.3622,1,2.78
Office Supplies,Hattiesburg,United States,Joy Smith,Avery,7/19/2021,US-2021-163776,39401,Avery Printable Repositionable Plastic Tabs,South,Consumer,7/25/2021,Standard Class,Mississippi,Binders,0,4.042,1,8.6
Office Supplies,Newport News,United States,Jill Fjeld,Other,9/11/2021,US-2021-102162,23602,#10 Self-Seal White Envelopes,South,Consumer,9/16/2021,Standard Class,Virginia,Envelopes,0,5.4341,1,11.09
Office Supplies,Louisville,United States,Joni Wasserman,Avery,12/27/2021,US-2021-111605,40214,Avery 479,South,Consumer,1/2/2022,Standard Class,Kentucky,Labels,0,1.2006,1,2.61
Office Supplies,Newport News,United States,Mike Kennedy,Other,5/4/2022,US-2022-128755,23602,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",South,Consumer,5/8/2022,Standard Class,Virginia,Paper,0,4.0995,1,9.11
Office Supplies,Jackson,United States,Meg Tillman,Akro,7/25/2021,US-2021-104157,39212,Akro Stacking Bins,South,Consumer,7/29/2021,Standard Class,Mississippi,Storage,0,0.315600000,1,7.89
Office Supplies,Newport News,United States,Mike Kennedy,Tenex,5/4/2022,US-2022-128755,23602,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",South,Consumer,5/8/2022,Standard Class,Virginia,Storage,0,4.5657,1,16.91
Office Supplies,Salem,United States,Christine Sundaresam,Bionaire,11/17/2022,US-2022-165687,24153,Bionaire 99.97% HEPA Air Cleaner,South,Consumer,11/23/2022,Standard Class,Virginia,Appliances,0,12.264,2,35.04
Office Supplies,Springfield,United States,Barry Gonzalez,Newell,11/2/2022,US-2022-169005,22153,Newell 318,South,Consumer,11/6/2022,Standard Class,Virginia,Art,0,1.4456,2,5.56
Office Supplies,Henderson,United States,Adrian Barton,GBC,11/19/2022,US-2022-101042,42420,GBC Imprintable Covers,South,Consumer,11/23/2022,Standard Class,Kentucky,Binders,0,10.7604,2,21.96
Office Supplies,Hattiesburg,United States,Joy Smith,Other,7/19/2021,US-2021-163776,39401,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",South,Consumer,7/25/2021,Standard Class,Mississippi,Binders,0,35.6776,2,77.56
Office Supplies,Chesapeake,United States,Michael Moore,Avery,9/5/2021,US-2021-121013,23320,Avery 50,South,Consumer,9/10/2021,Standard Class,Virginia,Labels,0,11.7782,2,25.06
Office Supplies,Auburn,United States,Anne McFarland,Southworth,9/18/2021,US-2021-145905,36830,Southworth Parchment Paper & Envelopes,South,Consumer,9/23/2021,Standard Class,Alabama,Paper,0,6.0168,2,13.08
Office Supplies,Florence,United States,Dan Campbell,Ampad,6/4/2022,US-2022-100426,35630,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",South,Consumer,6/8/2022,Standard Class,Alabama,Paper,0,5.616,2,12.48
Office Supplies,Little Rock,United States,Ivan Gibson,Xerox,10/20/2022,US-2022-158743,72209,Xerox 1884,South,Consumer,10/27/2022,Standard Class,Arkansas,Paper,0,18.7812,2,39.96
Office Supplies,Smyrna,United States,Peter Bühler,Xerox,9/22/2022,US-2022-161970,30080,Xerox 219,South,Consumer,9/27/2022,Standard Class,Georgia,Paper,0,6.2208,2,12.96
Office Supplies,Columbus,United States,Theone Pippenger,Other,9/19/2021,US-2021-142370,31907,Letter Slitter,South,Consumer,9/23/2021,Standard Class,Georgia,Supplies,0,0.1512,2,5.04
Office Supplies,Salem,United States,Anne McFarland,Premier,7/21/2022,US-2022-104731,24153,Premier Electric Letter Opener,South,Consumer,7/27/2022,Standard Class,Virginia,Supplies,0,11.586,2,231.72
Office Supplies,Smyrna,United States,Peter Bühler,Other,9/22/2022,US-2022-161970,30080,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",South,Consumer,9/27/2022,Standard Class,Georgia,Art,0,6.4584,3,17.94
Office Supplies,Georgetown,United States,Anna Andreadi,Other,9/4/2021,US-2021-131205,40324,Nontoxic Chalk,South,Consumer,9/8/2021,Standard Class,Kentucky,Art,0,2.5344,3,5.28
Office Supplies,Mobile,United States,Joe Kamberova,Other,9/29/2021,US-2021-108616,36608,Premium Transparent Presentation Covers by GBC,South,Consumer,10/3/2021,Standard Class,Alabama,Binders,0,30.2112,3,62.94
Office Supplies,Henderson,United States,Alan Hwang,GBC,9/2/2022,US-2022-146983,42420,GBC DocuBind 300 Electric Binding Machine,South,Consumer,9/6/2022,Standard Class,Kentucky,Binders,0,757.4112,3,1577.94
Office Supplies,Salem,United States,Anne McFarland,Cardinal,7/21/2022,US-2022-104731,24153,Cardinal Holdit Business Card Pockets,South,Consumer,7/27/2022,Standard Class,Virginia,Binders,0,7.1712,3,14.94
Office Supplies,Smyrna,United States,Theone Pippenger,Other,1/24/2022,US-2022-119669,30080,Revere Boxed Rubber Bands by Revere,South,Consumer,1/30/2022,Standard Class,Georgia,Fasteners,0,0.1134,3,5.67
Office Supplies,Decatur,United States,Amy Hunt,Avery,4/2/2022,US-2022-145275,35601,Avery 499,South,Consumer,4/6/2022,Standard Class,Alabama,Labels,0,6.8724,3,14.94
Office Supplies,Fayetteville,United States,Trudy Schmidt,Xerox,12/25/2021,US-2021-148684,72701,Xerox 1906,South,Consumer,12/29/2021,Standard Class,Arkansas,Paper,0,49.9704,3,106.32
Office Supplies,Columbus,United States,Bruce Degenhardt,Tennsco,4/22/2022,US-2022-146192,31907,Tennsco Double-Tier Lockers,South,Consumer,4/26/2022,Standard Class,Georgia,Storage,0,87.7578,3,675.06
Office Supplies,Arlington,United States,Giulietta Baptist,Other,12/17/2022,US-2022-130309,22204,Adjustable Depth Letter/Legal Cart,South,Consumer,12/21/2022,Standard Class,Virginia,Storage,0,157.8702,3,544.38
Office Supplies,Hattiesburg,United States,Brosina Hoffman,Eureka,12/7/2022,US-2022-135587,39401,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",South,Consumer,12/12/2022,Standard Class,Mississippi,Appliances,0,89.7792,4,320.64
Office Supplies,Little Rock,United States,Ivan Gibson,Eldon,10/20/2022,US-2022-158743,72209,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",South,Consumer,10/27/2022,Standard Class,Arkansas,Art,0,4.1416,4,13.36
Office Supplies,Jackson,United States,Carlos Soltero,Other,10/24/2022,US-2022-144365,39212,Staples,South,Consumer,10/30/2022,Standard Class,Mississippi,Fasteners,0,5.256,4,11.68
Office Supplies,Columbus,United States,Erin Creighton,Xerox,12/12/2021,US-2021-169369,31907,Xerox 1907,South,Consumer,12/18/2021,Standard Class,Georgia,Paper,0,23.0864,4,49.12
Office Supplies,Salem,United States,Anna Gayman,Easy-staple paper,6/9/2022,US-2022-146822,24153,Easy-staple paper,South,Consumer,6/14/2022,Standard Class,Virginia,Paper,0,23.0864,4,49.12
Office Supplies,Auburn,United States,Anne McFarland,Tennsco,9/18/2021,US-2021-145905,36830,Tennsco Double-Tier Lockers,South,Consumer,9/23/2021,Standard Class,Alabama,Storage,0,117.0104,4,900.08
Office Supplies,Georgetown,United States,Anna Andreadi,Fellowes,9/4/2021,US-2021-131205,40324,Fellowes Neat Ideas Storage Cubes,South,Consumer,9/8/2021,Standard Class,Kentucky,Storage,0,5.1968,4,129.92
Office Supplies,Hattiesburg,United States,Joy Smith,Rogers,7/19/2021,US-2021-163776,39401,Rogers Deluxe File Chest,South,Consumer,7/25/2021,Standard Class,Mississippi,Storage,0,0.879200000,4,87.92
Office Supplies,Newport News,United States,Mike Kennedy,Other,5/4/2022,US-2022-128755,23602,Letter Size Cart,South,Consumer,5/8/2022,Standard Class,Virginia,Storage,0,165.7176,4,571.44
Office Supplies,Murray,United States,Liz Preis,Acco,3/3/2022,US-2022-121804,42071,Acco 6 Outlet Guardian Premium Surge Suppressor,South,Consumer,3/8/2022,Standard Class,Kentucky,Appliances,0,19.656,5,72.8
Office Supplies,Richmond,United States,Cassandra Brandow,Hoover,9/11/2022,US-2022-152898,23223,Hoover Commercial SteamVac,South,Consumer,9/15/2022,Standard Class,Virginia,Appliances,0,20.37,5,67.9
Office Supplies,Little Rock,United States,Ivan Gibson,Other,10/20/2022,US-2022-158743,72209,Binding Machine Supplies,South,Consumer,10/27/2022,Standard Class,Arkansas,Binders,0,70.008,5,145.85
Office Supplies,Columbus,United States,Anemone Ratner,Cardinal,7/14/2021,US-2021-157588,31907,Cardinal Holdit Data Disk Pockets,South,Consumer,7/19/2021,Standard Class,Georgia,Binders,0,17.108,5,36.4
Office Supplies,Richmond,United States,Bobby Odegard,Other,10/16/2022,US-2022-158386,40475,Large Capacity Hanging Post Binders,South,Consumer,10/21/2022,Standard Class,Kentucky,Binders,0,57.385,5,124.75
Office Supplies,Jonesboro,United States,Jeremy Pistek,Xerox,9/4/2021,US-2021-117604,72401,Xerox 1886,South,Consumer,9/9/2021,Standard Class,Arkansas,Paper,0,114.96,5,239.5
Office Supplies,Jackson,United States,Meg Tillman,Advantus,7/25/2021,US-2021-104157,39212,Advantus Motivational Note Cards,South,Consumer,7/29/2021,Standard Class,Mississippi,Paper,0,32.095,5,65.5
Office Supplies,Newport News,United States,Mike Kennedy,Xerox,5/4/2022,US-2022-128755,23602,Xerox 23,South,Consumer,5/8/2022,Standard Class,Virginia,Paper,0,15.552,5,32.4
Office Supplies,Richmond,United States,Paul Gonzalez,Xerox,6/20/2022,US-2022-135986,23223,Xerox 230,South,Consumer,6/27/2022,Standard Class,Virginia,Paper,0,15.552,5,32.4
Office Supplies,Jackson,United States,Scott Williamson,Other,11/30/2022,US-2022-119305,39212,Home/Office Personal File Carts,South,Consumer,12/4/2022,Standard Class,Mississippi,Storage,0,43.45,5,173.8
Office Supplies,Richmond,United States,Arthur Gainer,Other,9/25/2022,US-2022-116939,23223,Steel Personal Filing/Posting Tote,South,Consumer,9/29/2022,Standard Class,Virginia,Storage,0,47.9385,5,177.55
Office Supplies,Salem,United States,Anne McFarland,Berol,7/21/2022,US-2022-104731,24153,Berol Giant Pencil Sharpener,South,Consumer,7/27/2022,Standard Class,Virginia,Art,0,29.5626,6,101.94
Office Supplies,Salem,United States,Anne McFarland,Newell,7/21/2022,US-2022-104731,24153,Newell 35,South,Consumer,7/27/2022,Standard Class,Virginia,Art,0,5.7072,6,19.68
Office Supplies,Georgetown,United States,Anna Andreadi,Poly,9/4/2021,US-2021-131205,40324,Poly Designer Cover & Back,South,Consumer,9/8/2021,Standard Class,Kentucky,Binders,0,54.6912,6,113.94
Office Supplies,Hattiesburg,United States,Joy Smith,Xerox,7/19/2021,US-2021-163776,39401,Xerox 1893,South,Consumer,7/25/2021,Standard Class,Mississippi,Paper,0,120.5106,6,245.94
Office Supplies,Warner Robins,United States,Debra Catini,Newell,11/10/2021,US-2021-137736,31088,Newell 315,South,Consumer,11/15/2021,Standard Class,Georgia,Art,0,10.465,7,41.86
Office Supplies,Springfield,United States,Paul Gonzalez,Boston,6/13/2022,US-2022-122056,22153,Boston 1799 Powerhouse Electric Pencil Sharpener,South,Consumer,6/17/2022,Standard Class,Virginia,Art,0,50.9208,7,181.86
Office Supplies,Virginia Beach,United States,Olvera Toch,Tyvek,10/26/2022,US-2022-162173,23464,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",South,Consumer,11/1/2022,Standard Class,Virginia,Envelopes,0,113.211,7,251.58
Office Supplies,Alexandria,United States,Dorothy Dickinson,Other,11/19/2022,US-2022-110926,22304,OIC Binder Clips,South,Consumer,11/23/2022,Standard Class,Virginia,Fasteners,0,12.53,7,25.06
Office Supplies,Atlanta,United States,Shahid Collister,Xerox,5/19/2022,US-2022-138975,30318,Xerox 1945,South,Consumer,5/23/2022,Standard Class,Georgia,Paper,0,140.5957,7,286.93
Office Supplies,Huntsville,United States,Jay Kimmel,Sterilite,11/25/2021,US-2021-132549,35810,Sterilite Officeware Hinged File Box,South,Consumer,11/30/2021,Standard Class,Alabama,Storage,0,19.8072,7,73.36
Office Supplies,Mobile,United States,Joe Kamberova,Sanford,9/29/2021,US-2021-108616,36608,"Sanford Colorific Colored Pencils, 12/Box",South,Consumer,10/3/2021,Standard Class,Alabama,Art,0,7.776,9,25.92
Office Supplies,Fayetteville,United States,Trudy Schmidt,Newell,12/25/2021,US-2021-148684,72701,Newell 327,South,Consumer,12/29/2021,Standard Class,Arkansas,Art,0,5.3703,9,19.89
Office Supplies,Rogers,United States,Guy Armstrong,Avery,3/12/2022,US-2022-152786,72756,Avery Non-Stick Binders,South,Consumer,3/17/2022,Standard Class,Arkansas,Binders,0,18.5886,9,40.41
Office Supplies,Gulfport,United States,Eva Jacobs,Other,5/14/2022,US-2022-133641,39503,Fashion Color Clasp Envelopes,South,Consumer,5/21/2022,Standard Class,Mississippi,Envelopes,0,23.8581,9,48.69
Office Supplies,Asheville,United States,Doug Bickford,Belkin,11/27/2022,US-2022-132185,28806,Belkin 5 Outlet SurgeMaster Power Centers,South,Consumer,12/2/2022,Standard Class,North Carolina,Appliances,0.2,4.3584,1,43.584
Office Supplies,Burlington,United States,Henry MacAllister,Other,4/11/2022,US-2022-130904,27217,Pencil and Crayon Sharpener,South,Consumer,4/16/2022,Standard Class,North Carolina,Art,0.2,0.1533,1,1.752
Office Supplies,Charlotte,United States,Janet Martin,Newell,11/23/2022,US-2022-119004,28205,Newell Chalk Holder,South,Consumer,11/28/2022,Standard Class,North Carolina,Art,0.2,1.0738,1,3.304
Office Supplies,Greensboro,United States,Barry Gonzalez,Sanford,12/2/2022,US-2022-165715,27405,Sanford 52201 APSCO Electric Pencil Sharpener,South,Consumer,12/8/2022,Standard Class,North Carolina,Art,0.2,2.4582,1,32.776
Office Supplies,Jacksonville,United States,Patrick O'Brill,Avery,9/18/2021,US-2021-111409,32216,Avery 480,South,Consumer,9/22/2021,Standard Class,Florida,Labels,0.2,1.05,1,3
Office Supplies,Homestead,United States,Art Ferguson,Xerox,11/18/2022,US-2022-167871,33030,Xerox 194,South,Consumer,11/23/2022,Standard Class,Florida,Paper,0.2,15.5344,1,44.384
Office Supplies,Jacksonville,United States,Nathan Cano,Xerox,10/14/2021,US-2021-156503,28540,Xerox 1916,South,Consumer,10/20/2021,Standard Class,North Carolina,Paper,0.2,14.682,1,39.152
Office Supplies,Franklin,United States,Dana Kaydos,Xerox,8/27/2022,US-2022-133501,37064,Xerox 217,South,Consumer,9/1/2022,Standard Class,Tennessee,Paper,0.2,1.8144,1,5.184
Office Supplies,Homestead,United States,Art Ferguson,Staple remover,11/18/2022,US-2022-167871,33030,Staple remover,South,Consumer,11/23/2022,Standard Class,Florida,Supplies,0.2,-0.6624,1,2.944
Office Supplies,Pembroke Pines,United States,Nick Radford,Other,6/3/2022,US-2022-140872,33024,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",South,Consumer,6/10/2022,Standard Class,Florida,Appliances,0.2,0.585,2,5.2
Office Supplies,Orlando,United States,Dave Kipp,Hunt,11/3/2022,US-2022-100622,32839,Hunt Boston Vacuum Mount KS Pencil Sharpener,South,Consumer,11/7/2022,Standard Class,Florida,Art,0.2,4.1988,2,55.984
Office Supplies,Knoxville,United States,Allen Goldenen,Newell,12/1/2021,US-2021-136483,37918,Newell 343,South,Consumer,12/6/2021,Standard Class,Tennessee,Art,0.2,0.4116,2,4.704
Office Supplies,Pembroke Pines,United States,Amy Cox,Avery,9/22/2021,US-2021-116232,33024,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",South,Consumer,9/26/2021,Standard Class,Florida,Labels,0.2,5.796,2,16.56
Office Supplies,Chattanooga,United States,Christina Anderson,Avery,11/4/2022,US-2022-102610,37421,Avery 481,South,Consumer,11/8/2022,Standard Class,Tennessee,Labels,0.2,1.7248,2,4.928
Office Supplies,Boynton Beach,United States,Doug O'Connell,Xerox,9/4/2022,US-2022-117450,33437,Xerox 213,South,Consumer,9/8/2022,Standard Class,Florida,Paper,0.2,3.6288,2,10.368
Office Supplies,Orlando,United States,Dave Kipp,Xerox,11/3/2022,US-2022-100622,32839,Xerox 1923,South,Consumer,11/7/2022,Standard Class,Florida,Paper,0.2,3.7408,2,10.688
Office Supplies,Columbia,United States,Sean O'Donnell,Fellowes,9/9/2022,US-2022-147228,38401,Fellowes Super Stor/Drawer Files,South,Consumer,9/14/2022,Standard Class,Tennessee,Storage,0.2,-3.231000000,2,258.48
Office Supplies,Jacksonville,United States,Caroline Jumper,Other,5/1/2022,US-2022-102204,32216,Kleencut Forged Office Shears by Acme United Corporation,South,Consumer,5/6/2022,Standard Class,Florida,Supplies,0.2,0.416,2,3.328
