Category;City;Country/Region;Customer Name;Manufacturer;Order Date;Order ID;Postal Code;Product Name;Region;Segment;Ship Date;Ship Mode;State;Sub-Category;Discount;Profit;Quantity;Sales
Technology;New York City;United States;Edward Nazzal;RCA;30.05.2019;CA-2019-103177;10009;RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting;East;Consumer;1.06.2019;First Class;New York;Phones;0;2,399700000;3;239,97
Technology;New York City;United States;Toby Braunhardt;GE;21.06.2018;CA-2018-130624;10024;GE 2-Jack Phone Line Splitter;East;Consumer;24.06.2018;First Class;New York;Phones;0;160,6722;3;617,97
Technology;New York City;United States;Carlos Daly;Samsung;20.11.2021;CA-2021-111556;10035;Samsung Galaxy Mega 6.3;East;Consumer;22.11.2021;First Class;New York;Phones;0;327,5922;3;1259,97
Technology;Niagara Falls;United States;Jamie Kunitz;Cisco;11.07.2018;CA-2018-166555;14304;Cisco SPA112 2 Port Phone Adapter;East;Consumer;14.07.2018;First Class;New York;Phones;0;47,8065;3;164,85
Technology;Rochester;United States;Luke Weiss;Jabra;7.11.2020;CA-2020-132997;14609;Jabra Supreme Plus Driver Edition Headset;East;Consumer;9.11.2020;First Class;New York;Phones;0;100,7916;3;359,97
Technology;New York City;United States;Naresj Patel;Belkin;9.08.2019;CA-2019-131338;10024;Belkin QODE FastFit Bluetooth Keyboard;East;Consumer;12.08.2019;First Class;New York;Accessories;0;34,692;4;247,8
Technology;New York City;United States;Nat Carroll;SanDisk;24.11.2020;CA-2020-124485;10035;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;East;Consumer;26.11.2020;First Class;New York;Accessories;0;11,492;4;88,4
Technology;New York City;United States;Gary McGarr;Nokia;26.03.2021;US-2021-121251;10009;Nokia Lumia 521 (T-Mobile);East;Consumer;27.03.2021;First Class;New York;Phones;0;33,5888;4;119,96
Technology;Rochester;United States;Luke Weiss;AT&T;7.11.2020;CA-2020-132997;14609;AT&T SB67148 SynJ;East;Consumer;9.11.2020;First Class;New York;Phones;0;71,2692;4;263,96
Technology;Lowell;United States;Kunst Miller;GE;2.12.2021;CA-2021-167395;01852;GE 30524EE4;East;Consumer;4.12.2021;First Class;Massachusetts;Phones;0;284,1855;5;979,95
Technology;New York City;United States;Mitch Webber;Other;20.09.2018;CA-2018-125997;10011;Ooma Telo VoIP Home Phone System;East;Consumer;23.09.2018;First Class;New York;Phones;0;157,4875;5;629,95
Technology;New York City;United States;Naresj Patel;Panasonic;9.08.2019;CA-2019-131338;10024;Panasonic KX-TG9471B;East;Consumer;12.08.2019;First Class;New York;Phones;0;274,386;5;979,95
Technology;Baltimore;United States;Charles McCrossin;Logitech;21.10.2020;CA-2020-111493;21215;Logitech Desktop MK120 Mouse and keyboard Combo;East;Consumer;22.10.2020;First Class;Maryland;Accessories;0;9,816;6;98,16
Technology;New York City;United States;Alan Hwang;Other;7.12.2019;CA-2019-165050;10024;Digium D40 VoIP phone;East;Consumer;9.12.2019;First Class;New York;Phones;0;224,4426;6;773,94
Technology;New York City;United States;Mitch Webber;Panasonic;20.09.2018;CA-2018-125997;10011;Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System;East;Consumer;23.09.2018;First Class;New York;Phones;0;661,4559;9;1349,91
Technology;Philadelphia;United States;Ruben Dartt;Logitech;19.11.2018;US-2018-149034;19120;Logitech G105 Gaming Keyboard;East;Consumer;21.11.2018;First Class;Pennsylvania;Accessories;0,2;-1,1874;1;47,496
Technology;New York City;United States;Emily Phan;Canon;6.07.2018;CA-2018-134278;10011;Canon Imageclass D680 Copier / Fax;East;Consumer;8.07.2018;First Class;New York;Copiers;0,2;174,9975;1;559,992
Technology;Toledo;United States;Shahid Hopkins;Logitech;7.12.2021;CA-2021-157980;43615;Logitech G602 Wireless Gaming Mouse;East;Consumer;9.12.2021;First Class;Ohio;Accessories;0,2;25,5968;2;127,984
Technology;Philadelphia;United States;Rob Lucas;Plantronics;7.07.2021;US-2021-169551;19120;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;East;Consumer;9.07.2021;First Class;Pennsylvania;Accessories;0,2;85,787000000;2;527,92
Technology;Philadelphia;United States;Adam Shillingsburg;Logitech;16.09.2021;CA-2021-136448;19143;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;East;Consumer;18.09.2021;First Class;Pennsylvania;Accessories;0,2;14,3952;2;47,984
Technology;Cincinnati;United States;Maria Bertelson;SanDisk;5.10.2019;CA-2019-145828;45231;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;East;Consumer;7.10.2019;First Class;Ohio;Accessories;0,2;-4,641;3;53,04
Technology;Newark;United States;Susan MacKendrick;Logitech;3.05.2020;CA-2020-129280;43055;Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black);East;Consumer;5.05.2020;First Class;Ohio;Accessories;0,2;-75,5958;3;431,976
Technology;Philadelphia;United States;Rob Lucas;Other;7.07.2021;US-2021-169551;19120;AmazonBasics 3-Button USB Wired Mouse;East;Consumer;9.07.2021;First Class;Pennsylvania;Accessories;0,2;4,8231;3;16,776
Technology;Philadelphia;United States;Adam Shillingsburg;Logitech;16.09.2021;CA-2021-136448;19143;Logitech Trackman Marble Mouse;East;Consumer;18.09.2021;First Class;Pennsylvania;Accessories;0,2;19,7934;3;71,976
Technology;Philadelphia;United States;Frank Olsen;Logitech;22.09.2019;US-2019-115343;19143;Logitech P710e Mobile Speakerphone;East;Consumer;25.09.2019;First Class;Pennsylvania;Accessories;0,2;-7,724700000;3;617,976
Technology;Newark;United States;Susan MacKendrick;Imation;3.05.2020;CA-2020-129280;43055;Imation 16GB Mini TravelDrive USB 2.0 Flash Drive;East;Consumer;5.05.2020;First Class;Ohio;Accessories;0,2;34,7865;5;132,52
Technology;Newark;United States;Natalie Fritzler;Plantronics;15.12.2019;CA-2019-147830;43055;Plantronics Savi W720 Multi-Device Wireless Headset System;East;Consumer;18.12.2019;First Class;Ohio;Accessories;0,2;607,608;6;2025,36
Technology;Newark;United States;Natalie Fritzler;Panasonic;15.12.2019;CA-2019-147830;43055;Panasonic KX TS3282W Corded phone;East;Consumer;18.12.2019;First Class;Ohio;Phones;0,4;-16,998;2;101,988
Technology;Philadelphia;United States;Rob Lucas;Apple;7.07.2021;US-2021-169551;19120;Apple iPhone 5S;East;Consumer;9.07.2021;First Class;Pennsylvania;Phones;0,4;-113,998;2;683,988
Technology;Philadelphia;United States;Max Jones;Other;8.12.2021;US-2021-131961;19140;iHome FM Clock Radio with Lightning Dock;East;Consumer;11.12.2021;First Class;Pennsylvania;Phones;0,4;-20,997;2;83,988
Technology;Columbus;United States;Christy Brittain;Hewlett-Packard;25.07.2020;CA-2020-147417;43229;Hewlett Packard LaserJet 3310 Copier;East;Consumer;27.07.2020;First Class;Ohio;Copiers;0,4;191,9968;4;1439,976
Technology;Dublin;United States;Fred Harton;Panasonic;1.06.2021;CA-2021-106831;43017;Panasonic KX-TG6844B Expandable Digital Cordless Telephone;East;Consumer;3.06.2021;First Class;Ohio;Phones;0,4;-34,3148;4;158,376
Technology;Philadelphia;United States;Kean Thornton;Hewlett-Packard;8.05.2018;CA-2018-116666;19134;Hewlett Packard LaserJet 3310 Copier;East;Consumer;10.05.2018;First Class;Pennsylvania;Copiers;0,4;239,996;5;1799,97
Technology;Toledo;United States;Sally Knutson;Panasonic;22.12.2021;CA-2021-119193;43615;Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System;East;Consumer;24.12.2021;First Class;Ohio;Phones;0,4;94,4937;7;629,958
Technology;Philadelphia;United States;Pamela Stobb;Other;14.09.2021;CA-2021-156237;19140;Ricoh - Ink Collector Unit for GX3000 Series Printers;East;Consumer;15.09.2021;First Class;Pennsylvania;Machines;0,7;-18,0385;1;12,585
Technology;Newark;United States;Natalie Fritzler;Cubify;15.12.2019;CA-2019-147830;43055;Cubify CubeX 3D Printer Double Head Print;East;Consumer;18.12.2019;First Class;Ohio;Machines;0,7;-2639,9912;2;1799,994
Technology;Philadelphia;United States;Pamela Stobb;Lexmark;14.09.2021;CA-2021-156237;19140;Lexmark MarkNet N8150 Wireless Print Server;East;Consumer;15.09.2021;First Class;Pennsylvania;Machines;0,7;-168,819;2;241,17
Technology;Newark;United States;Susan MacKendrick;Cisco;3.05.2020;CA-2020-129280;43055;Cisco 8961 IP Phone Charcoal;East;Consumer;5.05.2020;First Class;Ohio;Machines;0,7;-164,9538;3;224,937
Technology;Jonesboro;United States;Emily Phan;OtterBox;25.11.2020;US-2020-119298;72401;OtterBox Defender Series Case - Samsung Galaxy S4;South;Consumer;28.11.2020;First Class;Arkansas;Phones;0;17,994;2;59,98
Technology;Waynesboro;United States;Lauren Leatherbury;Other;16.04.2019;CA-2019-137974;22980;Konftel 250 Conference phone - Charcoal black;South;Consumer;18.04.2019;First Class;Virginia;Phones;0;148,1064;2;569,64
Technology;Little Rock;United States;Clytie Kelty;Kingston;6.06.2020;US-2020-167472;72209;Kingston Digital DataTraveler 16GB USB 2.0;South;Consumer;7.06.2020;First Class;Arkansas;Accessories;0;5,1015;3;26,85
Technology;Little Rock;United States;Clytie Kelty;Plantronics;6.06.2020;US-2020-167472;72209;Plantronics S12 Corded Telephone Headset System;South;Consumer;7.06.2020;First Class;Arkansas;Accessories;0;129,348;3;323,37
Technology;Virginia Beach;United States;Liz Willingham;Microsoft;5.11.2020;CA-2020-157280;23464;Microsoft Natural Ergonomic Keyboard 4000;South;Consumer;7.11.2020;First Class;Virginia;Accessories;0;18,8937;3;89,97
Technology;Bowling Green;United States;Brian Derr;Memorex;21.12.2021;CA-2021-109589;42104;Memorex Froggy Flash Drive 8 GB;South;Consumer;24.12.2021;First Class;Kentucky;Accessories;0;27,69;4;71
Technology;Fayetteville;United States;Joel Eaton;Verbatim;22.09.2021;CA-2021-161053;72701;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack;South;Consumer;23.09.2021;First Class;Arkansas;Accessories;0;15,378;5;34,95
Technology;Roswell;United States;Erica Hackney;Logitech;15.01.2018;CA-2018-103366;30076;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;South;Consumer;17.01.2018;First Class;Georgia;Accessories;0;65,978;5;149,95
Technology;Little Rock;United States;Clytie Kelty;Logitech;6.06.2020;US-2020-167472;72209;Logitech Trackman Marble Mouse;South;Consumer;7.06.2020;First Class;Arkansas;Accessories;0;75,5748;6;179,94
Technology;Monroe;United States;Kelly Williams;Memorex;18.04.2019;CA-2019-102722;71203;Memorex Froggy Flash Drive 8 GB;South;Consumer;19.04.2019;First Class;Louisiana;Accessories;0;41,535;6;106,5
Technology;Woodstock;United States;Lauren Leatherbury;Maxell;12.08.2018;CA-2018-153927;30188;Maxell 74 Minute CD-R Spindle, 50/Pack;South;Consumer;13.08.2018;First Class;Georgia;Accessories;0;98,1396;13;272,61
Technology;Tampa;United States;Amy Cox;Belkin;15.06.2019;US-2019-106495;33614;Belkin Standard 104 key USB Keyboard;South;Consumer;17.06.2019;First Class;Florida;Accessories;0,2;-0,729500000;1;11,672
Technology;Boca Raton;United States;Vivian Mathis;Verbatim;14.06.2020;CA-2020-133872;33433;Verbatim Slim CD and DVD Storage Cases, 50/Pack;South;Consumer;17.06.2020;First Class;Florida;Accessories;0,2;2,308;2;18,464
Technology;Fayetteville;United States;Helen Andreada;Apple;9.08.2020;US-2020-113649;28314;Apple EarPods with Remote and Mic;South;Consumer;12.08.2020;First Class;North Carolina;Phones;0,2;4,4784;2;44,784
Technology;Jacksonville;United States;Dean Braden;Other;26.03.2020;US-2020-162677;28540;Case Logic 2.4GHz Wireless Keyboard;South;Consumer;27.03.2020;First Class;North Carolina;Accessories;0,2;-17,9964;3;119,976
Technology;Jacksonville;United States;Lynn Smith;Anker;21.12.2019;CA-2019-165414;28540;Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5;South;Consumer;24.12.2019;First Class;North Carolina;Phones;0,2;4,7976;3;47,976
Technology;Charlotte;United States;Larry Hughes;Nortel;1.08.2021;CA-2021-133235;28205;Nortel Networks T7316 E Nt8 B27;South;Consumer;4.08.2021;First Class;North Carolina;Phones;0,2;16,9975;5;271,96
Technology;Jacksonville;United States;Rob Beeghly;Other;14.01.2021;CA-2021-138779;28540;Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4;South;Consumer;15.01.2021;First Class;North Carolina;Phones;0,2;0,693;5;7,92
Technology;Hialeah;United States;Jennifer Halladay;Lexmark;25.12.2021;CA-2021-105620;33012;Lexmark 20R1285 X6650 Wireless All-in-One Printer;South;Consumer;28.12.2021;First Class;Florida;Machines;0,5;-7,2;2;120
Technology;Tallahassee;United States;Toby Carlisle;Cisco;9.06.2020;CA-2020-147368;32303;Cisco CP-7937G Unified IP Conference Station Phone;South;Consumer;12.06.2020;First Class;Florida;Machines;0,5;-27,828;2;695,7
Technology;Hialeah;United States;Brosina Hoffman;Texas Instruments;22.11.2019;CA-2019-149300;33012;Texas Instruments TI-34 Scientific Calculator;South;Consumer;23.11.2019;First Class;Florida;Machines;0,5;-1,9791;3;32,985
Technology;Los Angeles;United States;Sanjit Chand;Belkin;23.11.2018;US-2018-157385;90004;Belkin F8E887 USB Wired Ergonomic Keyboard;West;Consumer;25.11.2018;First Class;California;Accessories;0;6,2979;1;29,99
Technology;Temecula;United States;Rob Dowd;Memorex;13.12.2019;CA-2019-157770;92592;Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive;West;Consumer;15.12.2019;First Class;California;Accessories;0;15,2208;1;36,24
Technology;Seattle;United States;Joni Wasserman;Verbatim;21.04.2021;CA-2021-166198;98103;Verbatim Slim CD and DVD Storage Cases, 50/Pack;West;Consumer;24.04.2021;First Class;Washington;Accessories;0;3,462;1;11,54
Technology;Pomona;United States;Keith Herrera;Plantronics;5.10.2018;CA-2018-152233;91767;Plantronics Audio 478 Stereo USB Headset;West;Consumer;6.10.2018;First Class;California;Accessories;0;34,993;2;99,98
Technology;San Francisco;United States;Natalie DeCherney;Logitech;19.03.2021;CA-2021-105410;94110;Logitech K350 2.4Ghz Wireless Keyboard;West;Consumer;22.03.2021;First Class;California;Accessories;0;10,9494;2;99,54
Technology;Seattle;United States;Muhammed Lee;Logitech;21.09.2021;CA-2021-132262;98103;Logitech M510 Wireless Mouse;West;Consumer;23.09.2021;First Class;Washington;Accessories;0;26,3934;2;79,98
Technology;Seattle;United States;Muhammed Lee;Sony;21.09.2021;CA-2021-132262;98103;Sony 64GB Class 10 Micro SDHC R40 Memory Card;West;Consumer;23.09.2021;First Class;Washington;Accessories;0;15,1158;2;71,98
Technology;Los Angeles;United States;Shahid Shariari;Logitech;15.11.2018;CA-2018-127558;90008;Logitech P710e Mobile Speakerphone;West;Consumer;18.11.2018;First Class;California;Accessories;0;146,7693;3;772,47
Technology;Los Angeles;United States;William Brown;Enermax;29.06.2021;CA-2021-138149;90049;Enermax Briskie RF Wireless Keyboard and Mouse Combo;West;Consumer;30.06.2021;First Class;California;Accessories;0;22,4316;3;62,31
Technology;Boise;United States;Shahid Collister;Logitech;17.09.2021;CA-2021-142293;83704;Logitech Trackman Marble Mouse;West;Consumer;20.09.2021;First Class;Idaho;Accessories;0;37,7874;3;89,97
Technology;San Francisco;United States;Lena Cacioppo;Logitech;3.05.2019;CA-2019-150770;94109;Logitech Gaming G510s - Keyboard;West;Consumer;6.05.2019;First Class;California;Accessories;0;122,3856;4;339,96
Technology;San Francisco;United States;Natalie DeCherney;Logitech;19.03.2021;CA-2021-105410;94110;Logitech Wireless Marathon Mouse M705;West;Consumer;22.03.2021;First Class;California;Accessories;0;85,9828;4;199,96
Technology;Seattle;United States;Christina DeMoss;Imation;18.11.2021;US-2021-132444;98105;Imation 16GB Mini TravelDrive USB 2.0 Flash Drive;West;Consumer;21.11.2021;First Class;Washington;Accessories;0;54,3332;4;132,52
Technology;Seattle;United States;Raymond Buch;Canon;23.03.2021;CA-2021-140151;98115;Canon imageCLASS 2200 Advanced Copier;West;Consumer;25.03.2021;First Class;Washington;Copiers;0;6719,9808;4;13999,96
Technology;Los Angeles;United States;Chad McGuire;Kensington;22.12.2021;CA-2021-149699;90008;Kensington Expert Mouse Optical USB Trackball for PC or Mac;West;Consumer;24.12.2021;First Class;California;Accessories;0;142,485;5;474,95
Technology;Los Angeles;United States;Phillip Flathmann;Kensington;3.11.2020;CA-2020-114972;90032;Kensington K72356US Mouse-in-a-Box USB Desktop Mouse;West;Consumer;6.11.2020;First Class;California;Accessories;0;29,0325;5;82,95
Technology;Los Angeles;United States;Neoma Murray;Logitech;3.12.2020;CA-2020-153598;90045;Logitech Z-906 Speaker sys - home theater - 5.1-CH;West;Consumer;6.12.2020;First Class;California;Accessories;0;659,98;5;1649,95
Technology;Temecula;United States;Rob Dowd;Logitech;13.12.2019;CA-2019-157770;92592;Logitech K350 2.4Ghz Wireless Keyboard;West;Consumer;15.12.2019;First Class;California;Accessories;0;27,3735;5;248,85
Technology;Los Angeles;United States;Karen Daniels;Logitech;12.12.2019;CA-2019-110870;90032;Logitech Wireless Marathon Mouse M705;West;Consumer;15.12.2019;First Class;California;Accessories;0;128,9742;6;299,94
Technology;San Francisco;United States;Sheri Gordon;Other;28.11.2018;CA-2018-159800;94109;Micropad Numeric Keypads;West;Consumer;1.12.2018;First Class;California;Accessories;0;34,9825;7;139,93
Technology;Fresno;United States;Christina VanderZanden;Hewlett-Packard;25.03.2021;US-2021-117534;93727;Hewlett Packard 310 Color Digital Copier;West;Consumer;26.03.2021;First Class;California;Copiers;0,2;59,998;2;479,984
Technology;Thousand Oaks;United States;Ruben Dartt;Square;22.03.2019;CA-2019-163440;91360;Square Credit Card Reader;West;Consumer;24.03.2019;First Class;California;Phones;0,2;1,1988;2;15,984
Technology;Portland;United States;Adrian Barton;Other;18.05.2021;CA-2021-121643;97206;Aastra 6757i CT Wireless VoIP phone;West;Consumer;20.05.2021;First Class;Oregon;Phones;0,2;38,7792;2;344,704
Technology;Portland;United States;Eric Murdock;Other;1.10.2019;CA-2019-156566;97206;Wilson Electronics DB Pro Signal Booster;West;Consumer;4.10.2019;First Class;Oregon;Phones;0,2;50,12;2;572,8
Technology;Edmonds;United States;Phillip Flathmann;Other;7.09.2021;US-2021-130687;98026;Konftel 250 Conference phone - Charcoal black;West;Consumer;10.09.2021;First Class;Washington;Phones;0,2;34,1784;2;455,712
Technology;Tucson;United States;Carol Triggs;Logitech;20.12.2018;CA-2018-138681;85705;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;West;Consumer;22.12.2018;First Class;Arizona;Accessories;0,2;21,5928;3;71,976
Technology;Hillsboro;United States;Chloris Kastensmidt;SanDisk;2.10.2019;US-2019-144771;97123;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;West;Consumer;4.10.2019;First Class;Oregon;Accessories;0,2;-4,641;3;53,04
Technology;Temecula;United States;Rob Dowd;Plantronics;13.12.2019;CA-2019-157770;92592;Plantronics Voyager Pro Legend;West;Consumer;15.12.2019;First Class;California;Phones;0,2;49,4376;3;494,376
Technology;Pocatello;United States;James Galang;Nokia;27.05.2021;US-2021-116897;83201;Nokia Lumia 925;West;Consumer;29.05.2021;First Class;Idaho;Phones;0,2;22,6782;3;302,376
Technology;Seattle;United States;Chris Cortes;Plantronics;16.11.2021;US-2021-107888;98103;Plantronics Encore H101 Dual Earpieces Headset;West;Consumer;19.11.2021;First Class;Washington;Phones;0,2;10,788;3;107,88
Technology;Fresno;United States;Christina VanderZanden;Clearsounds;25.03.2021;US-2021-117534;93727;Clearsounds A400;West;Consumer;26.03.2021;First Class;California;Phones;0,2;15,8376;4;211,168
Technology;Oakland;United States;Patrick Ryan;Cisco;21.08.2021;US-2021-109253;94601;Cisco 8x8 Inc. 6753i IP Business Phone System;West;Consumer;22.08.2021;First Class;California;Phones;0,2;37,7972;4;431,968
Technology;Westminster;United States;Katherine Ducich;Square;19.11.2021;CA-2021-121468;92683;Square Credit Card Reader;West;Consumer;20.11.2021;First Class;California;Phones;0,2;2,3976;4;31,968
Technology;Draper;United States;Justin MacKendrick;Motorola;7.09.2021;CA-2021-151008;84020;Motorla HX550 Universal Bluetooth Headset;West;Consumer;8.09.2021;First Class;Utah;Phones;0,2;47,46;4;126,56
Technology;Los Angeles;United States;Henry MacAllister;HTC;2.10.2019;CA-2019-129917;90008;HTC One Mini;West;Consumer;3.10.2019;First Class;California;Phones;0,2;50,396;5;503,96
Technology;San Francisco;United States;Arianne Irving;Samsung;28.04.2018;CA-2018-131387;94122;Samsung Galaxy Mega 6.3;West;Consumer;30.04.2018;First Class;California;Phones;0,2;125,997;5;1679,96
Technology;San Francisco;United States;Natalie DeCherney;Jawbone;19.03.2021;CA-2021-105410;94110;Jawbone MINI JAMBOX Wireless Bluetooth Speaker;West;Consumer;22.03.2021;First Class;California;Phones;0,2;-131,5008;6;657,504
Technology;Aurora;United States;Justin MacKendrick;Griffin;20.06.2019;US-2019-136427;80013;Griffin GC36547 PowerJolt SE Lightning Charger;West;Consumer;23.06.2019;First Class;Colorado;Phones;0,2;15,743;7;125,944
Technology;Mesa;United States;Susan Vittorini;AT&T;24.04.2021;CA-2021-116953;85204;AT&T 841000 Phone;West;Consumer;25.04.2021;First Class;Arizona;Phones;0,2;34,5;10;552
Technology;Portland;United States;Natalie Webber;Okidata;3.11.2020;CA-2020-159023;97206;Okidata B401 Printer;West;Consumer;5.11.2020;First Class;Oregon;Machines;0,7;-251,9874;3;179,991
Technology;Lansing;United States;Nat Carroll;Other;4.04.2019;CA-2019-112452;48911;Shocksock Galaxy S4 Armband;Central;Consumer;4.04.2019;Same Day;Michigan;Phones;0;0,438000000;1;10,95
Technology;Lansing;United States;Nat Carroll;Brother;4.04.2019;CA-2019-112452;48911;Brother DCP1000 Digital 3 in 1 Multifunction Machine;Central;Consumer;4.04.2019;Same Day;Michigan;Copiers;0;209,993;2;599,98
Technology;Saint Charles;United States;Trudy Glocke;Maxell;7.09.2021;CA-2021-128783;63301;Maxell 4.7GB DVD-R;Central;Consumer;7.09.2021;Same Day;Missouri;Accessories;0;46,5432;4;113,52
Technology;Norman;United States;Toby Braunhardt;Logitech;25.03.2020;CA-2020-134887;73071;Logitech P710e Mobile Speakerphone;Central;Consumer;25.03.2020;Same Day;Oklahoma;Accessories;0;244,6155;5;1287,45
Technology;Fort Worth;United States;Maurice Satty;Logitech;26.05.2020;CA-2020-119186;76106;Logitech G13 Programmable Gameboard with LCD Display;Central;Consumer;26.05.2020;Same Day;Texas;Accessories;0,2;-7,1991;1;63,992
Technology;Chicago;United States;Katrina Willman;Motorola;31.07.2021;CA-2021-115805;60653;Motorola L804;Central;Consumer;31.07.2021;Same Day;Illinois;Phones;0,2;4,1391;1;36,792
Technology;Houston;United States;Stuart Calhoun;Logitech;11.12.2019;CA-2019-155761;77041;Logitech Wireless Performance Mouse MX for PC and Mac;Central;Consumer;11.12.2019;Same Day;Texas;Accessories;0,2;35,9964;2;159,984
Technology;Skokie;United States;Dave Brooks;Logitech;14.12.2021;CA-2021-107629;60076;Logitech Desktop MK120 Mouse and keyboard Combo;Central;Consumer;14.12.2021;Same Day;Illinois;Accessories;0,2;-4,908;3;39,264
Technology;Amarillo;United States;Hunter Glantz;Imation;1.10.2020;CA-2020-111794;79109;Imation 16GB Mini TravelDrive USB 2.0 Flash Drive;Central;Consumer;1.10.2020;Same Day;Texas;Accessories;0,2;20,8719;3;79,512
Technology;Amarillo;United States;Joel Eaton;Plantronics;15.10.2019;CA-2019-139731;79109;Plantronics Audio 995 Wireless Stereo Headset;Central;Consumer;15.10.2019;Same Day;Texas;Accessories;0,2;42,8805;3;263,88
Technology;Austin;United States;Russell D'Ascenzo;Logitech;10.04.2021;CA-2021-125115;78745;Logitech MX Performance Wireless Mouse;Central;Consumer;10.04.2021;Same Day;Texas;Accessories;0,2;20,3439;3;95,736
Technology;Houston;United States;Henia Zydlo;Motorola;21.11.2021;CA-2021-157420;77095;Motorola HK250 Universal Bluetooth Headset;Central;Consumer;21.11.2021;Same Day;Texas;Phones;0,2;-12,4146;3;55,176
Technology;Houston;United States;Annie Thurman;Sony;30.05.2020;CA-2020-108210;77041;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;Central;Consumer;31.05.2020;Same Day;Texas;Accessories;0,2;11,198;5;223,96
Technology;Houston;United States;Annie Thurman;Anker;30.05.2020;CA-2020-108210;77041;Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5;Central;Consumer;31.05.2020;Same Day;Texas;Phones;0,2;7,996000000;5;79,96
Technology;New York City;United States;Mitch Webber;Imation;18.12.2019;US-2019-137960;10035;Imation Bio 8GB USB Flash Drive Imation Corp;East;Consumer;18.12.2019;Same Day;New York;Accessories;0;24,936;1;166,24
Technology;New York City;United States;Darrin Martin;Other;14.09.2018;CA-2018-160766;10009;Spigen Samsung Galaxy S5 Case Wallet;East;Consumer;14.09.2018;Same Day;New York;Phones;0;4,4174;1;16,99
Technology;Newark;United States;Vivian Mathis;Plantronics;17.03.2020;CA-2020-115476;19711;Plantronics Voyager Pro HD - Bluetooth Headset;East;Consumer;17.03.2020;Same Day;Delaware;Phones;0;62,3904;2;129,98
Technology;New York City;United States;Edward Nazzal;Panasonic;4.06.2020;CA-2020-165848;10035;Panasonic KX MC6040 Color Laser Multifunction Printer;East;Consumer;4.06.2020;Same Day;New York;Machines;0;364,4595;3;1349,85
Technology;Long Beach;United States;James Galang;Polycom;21.06.2018;CA-2018-141796;11561;Polycom SoundStation2 EX Conference phone;East;Consumer;21.06.2018;Same Day;New York;Phones;0;352,3065;3;1214,85
Technology;New York City;United States;Darrin Martin;Other;14.09.2018;CA-2018-160766;10009;Vtech CS6719;East;Consumer;14.09.2018;Same Day;New York;Phones;0;80,6316;3;287,97
Technology;New York City;United States;Darrin Martin;Ativa;14.09.2018;CA-2018-160766;10009;Ativa V4110MDD Micro-Cut Shredder;East;Consumer;14.09.2018;Same Day;New York;Machines;0;1371,9804;4;2799,96
Technology;Utica;United States;Lynn Smith;Clearsounds;26.11.2018;CA-2018-124730;13501;ClearSounds CSC500 Amplified Spirit Phone Corded phone;East;Consumer;26.11.2018;Same Day;New York;Phones;0;78,3888;4;279,96
Technology;Utica;United States;Charlotte Melton;iOttie;16.11.2021;US-2021-118598;13501;iOttie HLCRIO102 Car Mount;East;Consumer;16.11.2021;Same Day;New York;Phones;0;5,997000000;6;119,94
Technology;New York City;United States;Rick Hansen;Plantronics;31.07.2019;CA-2019-124891;10024;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;East;Consumer;31.07.2019;Same Day;New York;Accessories;0;762,1845;7;2309,65
Technology;New York City;United States;Trudy Brown;Imation;25.05.2021;CA-2021-120168;10009;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;East;Consumer;25.05.2021;Same Day;New York;Accessories;0;13,2;8;120
Technology;Cleveland;United States;Clay Ludtke;SanDisk;8.05.2020;CA-2020-106530;44105;SanDisk Cruzer 64 GB USB Flash Drive;East;Consumer;8.05.2020;Same Day;Ohio;Accessories;0,2;7,264000000;2;58,112
Technology;Columbus;United States;Susan Pistek;Logitech;16.03.2021;CA-2021-161172;43229;Logitech G700s Rechargeable Gaming Mouse;East;Consumer;16.03.2021;Same Day;Ohio;Accessories;0,2;43,9956;2;159,984
Technology;Columbus;United States;Denny Ordway;Logitech;3.10.2018;CA-2018-108903;43229;Logitech G105 Gaming Keyboard;East;Consumer;3.10.2018;Same Day;Ohio;Accessories;0,2;-3,5622;3;142,488
